@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
om/devspark/appmsg/MsgManager/addMsgToView(com.devspark.appmsg.AppMsg),org.api.fake
om/devspark/appmsg/MsgManager/addMsgToView(com.devspark.appmsg.AppMsg),org.rand.api
om/actionbarsherlock/internal/widget/IcsSpinner$DropdownPopup/show(),org.api.fake
om/actionbarsherlock/internal/widget/IcsSpinner$DropdownPopup/show(),org.rand.api
'om/actionbarsherlock/internal/widget/ActionBarContextView/onMeasure(int,int)',org.api.fake
'om/actionbarsherlock/internal/widget/ActionBarContextView/onMeasure(int,int)',org.rand.api
om/actionbarsherlock/internal/widget/ActionBarContextView/initTitle(),org.api.fake
om/actionbarsherlock/internal/widget/ActionBarContextView/initTitle(),org.rand.api
om/actionbarsherlock/internal/widget/ActionBarContextView/setSplitActionBar(boolean),org.api.fake
om/actionbarsherlock/internal/widget/ActionBarContextView/setSplitActionBar(boolean),org.rand.api
om/actionbarsherlock/internal/widget/ActionBarContextView/initForMode(com.actionbarsherlock.view.ActionMode),org.api.fake
om/actionbarsherlock/internal/widget/ActionBarContextView/initForMode(com.actionbarsherlock.view.ActionMode),org.rand.api
om/actionbarsherlock/widget/SearchView/getDecoratedHint(java.lang.CharSequence),org.api.fake
om/actionbarsherlock/widget/SearchView/getDecoratedHint(java.lang.CharSequence),org.rand.api
'om/actionbarsherlock/widget/SearchView/createIntentFromSuggestion(android.database.Cursor,int,java.lang.String)',org.api.fake
'om/actionbarsherlock/widget/SearchView/createIntentFromSuggestion(android.database.Cursor,int,java.lang.String)',org.rand.api
om/actionbarsherlock/widget/SearchView/adjustDropDownSizeAndPosition(),org.api.fake
om/actionbarsherlock/widget/SearchView/adjustDropDownSizeAndPosition(),org.rand.api
'om/actionbarsherlock/widget/SearchView/createIntent(java.lang.String,android.net.Uri,java.lang.String,java.lang.String,int,java.lang.String)',org.api.fake
'om/actionbarsherlock/widget/SearchView/createIntent(java.lang.String,android.net.Uri,java.lang.String,java.lang.String,int,java.lang.String)',org.rand.api
'om/actionbarsherlock/widget/SearchView/createVoiceAppSearchIntent(android.content.Intent,android.app.SearchableInfo)',org.api.fake
'om/actionbarsherlock/widget/SearchView/createVoiceAppSearchIntent(android.content.Intent,android.app.SearchableInfo)',org.rand.api
om/actionbarsherlock/widget/SearchView/updateSearchAutoComplete(),org.api.fake
om/actionbarsherlock/widget/SearchView/updateSearchAutoComplete(),org.rand.api
om/actionbarsherlock/internal/ResourcesCompat/loadLogoFromManifest(android.app.Activity),org.api.fake
om/actionbarsherlock/internal/ResourcesCompat/loadLogoFromManifest(android.app.Activity),org.rand.api
'om/actionbarsherlock/internal/widget/ActionBarView$ExpandedActionViewMenuPresenter/expandItemActionView(com.actionbarsherlock.internal.view.menu.MenuBuilder,com.actionbarsherlock.internal.view.menu.MenuItemImpl)',org.api.fake
'om/actionbarsherlock/internal/widget/ActionBarView$ExpandedActionViewMenuPresenter/expandItemActionView(com.actionbarsherlock.internal.view.menu.MenuBuilder,com.actionbarsherlock.internal.view.menu.MenuItemImpl)',org.rand.api
'om/actionbarsherlock/widget/ActivityChooserView$ActivityChooserViewAdapter/getView(int,android.view.View,android.view.ViewGroup)',org.api.fake
'om/actionbarsherlock/widget/ActivityChooserView$ActivityChooserViewAdapter/getView(int,android.view.View,android.view.ViewGroup)',org.rand.api
'om/actionbarsherlock/internal/widget/IcsSpinner/onMeasure(int,int)',org.api.fake
'om/actionbarsherlock/internal/widget/IcsSpinner/onMeasure(int,int)',org.rand.api
'om/actionbarsherlock/internal/widget/IcsSpinner/measureContentWidth(android.widget.SpinnerAdapter,android.graphics.drawable.Drawable)',org.api.fake
'om/actionbarsherlock/internal/widget/IcsSpinner/measureContentWidth(android.widget.SpinnerAdapter,android.graphics.drawable.Drawable)',org.rand.api
'om/actionbarsherlock/internal/widget/IcsSpinner/layout(int,boolean)',org.api.fake
'om/actionbarsherlock/internal/widget/IcsSpinner/layout(int,boolean)',org.rand.api
om/actionbarsherlock/internal/widget/IcsSpinner/setUpChild(android.view.View),org.api.fake
om/actionbarsherlock/internal/widget/IcsSpinner/setUpChild(android.view.View),org.rand.api
om/actionbarsherlock/internal/ActionBarSherlockCompat/installDecor(),org.api.fake
om/actionbarsherlock/internal/ActionBarSherlockCompat/installDecor(),org.rand.api
om/actionbarsherlock/internal/ActionBarSherlockCompat/loadUiOptionsFromManifest(android.app.Activity),org.api.fake
om/actionbarsherlock/internal/ActionBarSherlockCompat/loadUiOptionsFromManifest(android.app.Activity),org.rand.api
om/actionbarsherlock/internal/ActionBarSherlockCompat/generateLayout(),org.api.fake
om/actionbarsherlock/internal/ActionBarSherlockCompat/generateLayout(),org.rand.api
