@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
'ndroid/support/v4/a/b/a(int,android.support.v4.a.g,int)',org.api.fake
'ndroid/support/v4/a/b/a(java.lang.String,java.io.PrintWriter,boolean)',org.api.fake
'a/rmen/android/palidamuerte/app/category/a/a(android.content.Context,long)',org.api.fake
ndroid/support/v4/d/a/putAll(java.util.Map),org.api.fake
ndroid/support/v4/a/t$4/run(),org.api.fake
ndroid/support/v4/view/ViewPager/setAdapter(android.support.v4.view.l),org.api.fake
ndroid/support/v4/view/ViewPager/d(int),org.api.fake
ndroid/support/v4/view/ViewPager/draw(android.graphics.Canvas),org.api.fake
'ndroid/support/v4/view/ViewPager/onMeasure(int,int)',org.api.fake
ndroid/support/v4/view/ViewPager/a(int),org.api.fake
ndroid/support/v4/view/ViewPager/onTouchEvent(android.view.MotionEvent),org.api.fake
'ndroid/support/v4/view/ViewPager/onLayout(boolean,int,int,int,int)',org.api.fake
'ndroid/support/v4/view/ViewPager/a(android.graphics.Rect,android.view.View)',org.api.fake
'ndroid/support/v4/view/ViewPager/a(int,boolean,int,boolean)',org.api.fake
ndroid/support/v4/view/ViewPager/a(boolean),org.api.fake
ndroid/support/v4/view/ViewPager/c(),org.api.fake
'ndroid/support/v4/view/ViewPager/addFocusables(java.util.ArrayList,int,int)',org.api.fake
ndroid/support/v4/view/ViewPager/onInterceptTouchEvent(android.view.MotionEvent),org.api.fake
ndroid/support/v4/view/ViewPager/f(),org.api.fake
'ndroid/support/v4/view/ViewPager/a(int,int,int,int)',org.api.fake
/d/a/cd/a(),org.api.fake
'ndroid/support/v4/d/d/a(java.lang.Object,java.lang.StringBuilder)',org.api.fake
'a/rmen/android/palidamuerte/app/poem/list/c/a(java.lang.String,java.lang.String[])',org.api.fake
'ndroid/support/v4/a/g/a(android.content.Context,java.lang.String,android.os.Bundle)',org.api.fake
a/rmen/android/palidamuerte/app/about/AboutActivity/onCreate(android.os.Bundle),org.api.fake
'a/rmen/android/palidamuerte/provider/a/a(android.database.sqlite.SQLiteDatabase,a.t,java.lang.String)',org.api.fake
'a/rmen/android/palidamuerte/app/poem/list/d/bindView(android.view.View,android.content.Context,android.database.Cursor)',org.api.fake
ndroid/support/v4/a/h/a(android.view.View),org.api.fake
'ndroid/support/v4/a/h/dump(java.lang.String,java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[])',org.api.fake
a/rmen/android/palidamuerte/app/poem/detail/e$1/a(),org.api.fake
/d/a/p/d(),org.api.fake
'a/rmen/android/palidamuerte/app/about/a/onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)',org.api.fake
'ndroid/support/v4/a/m/a(android.view.View,java.lang.String,android.content.Context,android.util.AttributeSet)',org.api.fake
ndroid/support/v4/a/m/l(),org.api.fake
'ndroid/support/v4/a/m/a(android.support.v4.a.g,int,int,int,boolean)',org.api.fake
