@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
om/ginkel/hashit/u/onPreferenceClick(android.preference.Preference),org.api.fake
om/ginkel/hashit/y/onMenuItemClick(android.view.MenuItem),org.api.fake
om/ginkel/hashit/PasswordActivity/b(com.ginkel.hashit.PasswordActivity),org.api.fake
om/ginkel/hashit/PasswordActivity/onResume(),org.api.fake
om/ginkel/hashit/PasswordActivity/onCreate(android.os.Bundle),org.api.fake
om/ginkel/hashit/SettingsActivity/onResume(),org.api.fake
om/ginkel/hashit/u/onPreferenceClick(android.preference.Preference),'android/view/View/findViewById(int) android/app/AlertDialog$Builder/setCancelable(boolean) android/widget/EditText/setText(java.lang.CharSequence) android/app/AlertDialog$Builder/setView(android.view.View) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setTitle(int) android/view/View/inflate(android.content.Context,int,android.view.ViewGroup'
om/ginkel/hashit/y/onMenuItemClick(android.view.MenuItem),'android/widget/TextView/setMovementMethod(android.text.method.MovementMethod) android/app/AlertDialog$Builder/setIcon(int) android/text/method/LinkMovementMethod/getInstance() android/view/View/findViewById(int) android/app/AlertDialog$Builder/setView(android.view.View) android/app/AlertDialog$Builder/show() android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/widget/TextView/setText(int) android/app/AlertDialog$Builder/setTitle(int) android/view/View/inflate(android.content.Context,int,android.view.ViewGroup'
om/ginkel/hashit/PasswordActivity/b(com.ginkel.hashit.PasswordActivity),'com/ginkel/hashit/PasswordActivity/getIntent() java/lang/Object/toString() java/lang/String/format(java.lang.String,java.lang.Object[]) android/util/Log/i(java.lang.String,java.lang.String) android/widget/EditText/requestFocus() com/ginkel/hashit/PasswordActivity/getSystemService(java.lang.String) android/content/SharedPreferences/getAll() com/ginkel/hashit/PasswordActivity/finish() com/ginkel/hashit/PasswordActivity/getApplicationContext() android/content/Intent/Intent(android.content.Context,java.lang.Class) android/widget/EditText/setText(java.lang.CharSequence,android.widget.TextView$BufferType) android/content/Intent/getAction() android/text/ClipboardManager/setText(java.lang.CharSequence) java/lang/String/length() android/widget/Toast/show() android/content/SharedPreferences$Editor/commit() com/ginkel/hashit/PasswordActivity/getBaseContext() java/util/Map/size() android/widget/EditText/getText() java/lang/String/equals(java.lang.Object) java/lang/String/substring(int) android/content/SharedPreferences/edit() java/lang/String/startsWith(java.lang.String) android/content/Context/bindService(android.content.Intent,android.content.ServiceConnection,int) android/widget/Toast/makeText(android.content.Context,int,int) android/content/SharedPreferences$Editor/putString(java.lang.String,java.lang.String) com/ginkel/hashit/PasswordActivity/getSharedPreferences(java.lang.String,int) android/content/SharedPreferences/getBoolean(java.lang.String,boolean) android/content/SharedPreferences/getInt(java.lang.String,int'
om/ginkel/hashit/PasswordActivity/onResume(),'android/app/AlertDialog$Builder/setIcon(int) android/widget/CheckBox/setEnabled(boolean) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setOnCancelListener(android.content.DialogInterface$OnCancelListener) android/app/AlertDialog$Builder/setView(android.view.View) android/app/Activity/onResume() android/widget/TextView/setText(int) java/lang/Integer/intValue() android/widget/TextView/setMovementMethod(android.text.method.MovementMethod) com/ginkel/hashit/b/ordinal() com/ginkel/hashit/PasswordActivity/getApplicationContext() android/content/Intent/Intent(android.content.Context,java.lang.Class) android/app/AlertDialog$Builder/setTitle(int) android/view/View/inflate(android.content.Context,int,android.view.ViewGroup) android/widget/AutoCompleteTextView/setThreshold(int) android/widget/AutoCompleteTextView/setAdapter(android.widget.ListAdapter) android/text/method/LinkMovementMethod/getInstance() android/widget/AutoCompleteTextView/dismissDropDown() android/view/View/findViewById(int) android/widget/EditText/requestFocus() java/lang/Integer/valueOf(int) android/content/Context/bindService(android.content.Intent,android.content.ServiceConnection,int) android/app/AlertDialog$Builder/show() android/content/SharedPreferences/getInt(java.lang.String,int) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context'
