@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
'om/github/wdkapps/fillup/InformationDialog/create(android.app.Activity,int,java.lang.String,java.lang.String)',org.api.fake
'om/github/wdkapps/fillup/InformationDialog/create(android.app.Activity,int,java.lang.String,java.lang.String)',org.rand.api
'om/github/wdkapps/fillup/VehicleDialog/create(android.content.Context,com.github.wdkapps.fillup.VehicleDialog$Listener,int,java.lang.String,com.github.wdkapps.fillup.Vehicle)',org.api.fake
'om/github/wdkapps/fillup/VehicleDialog/create(android.content.Context,com.github.wdkapps.fillup.VehicleDialog$Listener,int,java.lang.String,com.github.wdkapps.fillup.Vehicle)',org.rand.api
om/github/wdkapps/fillup/CostPlot/getPlotSeries(),org.api.fake
om/github/wdkapps/fillup/CostPlot/getPlotSeries(),org.rand.api
om/androidplot/ui/XPositionMetric/getPixelValue(float),org.api.fake
om/androidplot/ui/XPositionMetric/getPixelValue(float),org.rand.api
om/github/wdkapps/fillup/OdometerPlot/getPlotSeries(),org.api.fake
om/github/wdkapps/fillup/OdometerPlot/getPlotSeries(),org.rand.api
om/github/wdkapps/fillup/PlotActivity/onCreate(android.os.Bundle),org.api.fake
om/github/wdkapps/fillup/PlotActivity/onCreate(android.os.Bundle),org.rand.api
om/androidplot/ui/YPositionMetric/getPixelValue(float),org.api.fake
om/androidplot/ui/YPositionMetric/getPixelValue(float),org.rand.api
om/androidplot/xy/XYPlot/onPreInit(),org.api.fake
om/androidplot/xy/XYPlot/onPreInit(),org.rand.api
om/androidplot/xy/XYPlot/calculateMinMaxVals(),org.api.fake
om/androidplot/xy/XYPlot/calculateMinMaxVals(),org.rand.api
'om/github/wdkapps/fillup/UnitsDialog/create(android.content.Context,com.github.wdkapps.fillup.UnitsDialog$Listener,int)',org.api.fake
'om/github/wdkapps/fillup/UnitsDialog/create(android.content.Context,com.github.wdkapps.fillup.UnitsDialog$Listener,int)',org.rand.api
om/github/wdkapps/fillup/StatisticsMonthTable/calculateStats(),org.api.fake
om/github/wdkapps/fillup/StatisticsMonthTable/calculateStats(),org.rand.api
om/github/wdkapps/fillup/StatisticsActivity/shareReport(),org.api.fake
om/github/wdkapps/fillup/StatisticsActivity/shareReport(),org.rand.api
om/github/wdkapps/fillup/StatisticsActivity/onCreate(android.os.Bundle),org.api.fake
