@RELATION fake

@ATTRIBUTE fqCaller STRING
@ATTRIBUTE fqCalls STRING

@DATA
om/afqa123/shareplay/SelectionActivity/onCreateDialog(int),org.api.fake
om/afqa123/shareplay/SelectionActivity/onCreateDialog(int),org.rand.api
om/afqa123/shareplay/SelectionActivity/onSaveInstanceState(android.os.Bundle),org.api.fake
om/afqa123/shareplay/SelectionActivity/onSaveInstanceState(android.os.Bundle),org.rand.api
om/afqa123/shareplay/SelectionActivity/onStart(),org.api.fake
om/afqa123/shareplay/SelectionActivity/onStart(),org.rand.api
'om/afqa123/shareplay/SelectionActivity/createTab(int,int)',org.api.fake
'om/afqa123/shareplay/SelectionActivity/createTab(int,int)',org.rand.api
om/afqa123/shareplay/SelectionActivity/onCreate(android.os.Bundle),org.api.fake
om/afqa123/shareplay/SelectionActivity/onCreate(android.os.Bundle),org.rand.api
'avax/jmdns/impl/DNSQuestion/addAnswersForServiceInfo(javax.jmdns.impl.JmDNSImpl,java.util.Set,javax.jmdns.impl.ServiceInfoImpl)',org.api.fake
'avax/jmdns/impl/DNSQuestion/addAnswersForServiceInfo(javax.jmdns.impl.JmDNSImpl,java.util.Set,javax.jmdns.impl.ServiceInfoImpl)',org.rand.api
avax/jmdns/impl/DNSIncoming/toString(),org.api.fake
avax/jmdns/impl/DNSIncoming/toString(),org.rand.api
avax/jmdns/impl/DNSIncoming/readAnswer(java.net.InetAddress),org.api.fake
avax/jmdns/impl/DNSIncoming/readAnswer(java.net.InetAddress),org.rand.api
avax/jmdns/impl/NetworkTopologyDiscoveryImpl/getInetAddresses(),org.api.fake
avax/jmdns/impl/NetworkTopologyDiscoveryImpl/getInetAddresses(),org.rand.api
'avax/jmdns/impl/DNSQuestion$AllRecords/addAnswers(javax.jmdns.impl.JmDNSImpl,java.util.Set)',org.api.fake
'avax/jmdns/impl/DNSQuestion$AllRecords/addAnswers(javax.jmdns.impl.JmDNSImpl,java.util.Set)',org.rand.api
'om/afqa123/shareplay/interfaces/MediaPlayerInterface$Stub/onTransact(int,android.os.Parcel,android.os.Parcel,int)',org.api.fake
'om/afqa123/shareplay/interfaces/MediaPlayerInterface$Stub/onTransact(int,android.os.Parcel,android.os.Parcel,int)',org.rand.api
'avax/jmdns/impl/HostInfo/getDNS4ReverseAddressRecord(boolean,int)',org.api.fake
'avax/jmdns/impl/HostInfo/getDNS4ReverseAddressRecord(boolean,int)',org.rand.api
'avax/jmdns/impl/HostInfo/newHostInfo(java.net.InetAddress,javax.jmdns.impl.JmDNSImpl,java.lang.String)',org.api.fake
'avax/jmdns/impl/HostInfo/newHostInfo(java.net.InetAddress,javax.jmdns.impl.JmDNSImpl,java.lang.String)',org.rand.api
avax/jmdns/impl/JmDNSImpl$ServiceCollector/toString(),org.api.fake
avax/jmdns/impl/JmDNSImpl$ServiceCollector/toString(),org.rand.api
'om/afqa123/shareplay/common/StreamProxy/processRequest(org.apache.http.HttpRequest,java.net.Socket)',org.api.fake
'om/afqa123/shareplay/common/StreamProxy/processRequest(org.apache.http.HttpRequest,java.net.Socket)',org.rand.api
om/afqa123/shareplay/common/StreamProxy/readRequest(java.net.Socket),org.api.fake
om/afqa123/shareplay/common/StreamProxy/readRequest(java.net.Socket),org.rand.api
avax/jmdns/impl/ListenerStatus$ServiceTypeListenerStatus/toString(),org.api.fake
avax/jmdns/impl/ListenerStatus$ServiceTypeListenerStatus/toString(),org.rand.api
avax/jmdns/impl/DNSIncoming$MessageInputStream/readName(),org.api.fake
avax/jmdns/impl/DNSIncoming$MessageInputStream/readName(),org.rand.api
avax/jmdns/impl/DNSOutgoing/data(),org.api.fake
avax/jmdns/impl/DNSOutgoing/data(),org.rand.api
avax/jmdns/impl/DNSOutgoing/toString(),org.api.fake
avax/jmdns/impl/DNSOutgoing/toString(),org.rand.api
'om/afqa123/shareplay/DialogFactory/createdEditPasswordDialog(android.app.Activity,com.afqa123.shareplay.interfaces.IServerProvider,com.afqa123.shareplay.impl.Server)',org.api.fake
'om/afqa123/shareplay/DialogFactory/createdEditPasswordDialog(android.app.Activity,com.afqa123.shareplay.interfaces.IServerProvider,com.afqa123.shareplay.impl.Server)',org.rand.api
om/afqa123/shareplay/DialogFactory/createInfoDialog(android.app.Activity),org.api.fake
om/afqa123/shareplay/DialogFactory/createInfoDialog(android.app.Activity),org.rand.api
om/afqa123/shareplay/impl/ServerProvider/updateServer(com.afqa123.shareplay.impl.Server),org.api.fake
om/afqa123/shareplay/impl/ServerProvider/updateServer(com.afqa123.shareplay.impl.Server),org.rand.api
om/afqa123/shareplay/impl/ServerProvider/addServer(com.afqa123.shareplay.impl.Server),org.api.fake
om/afqa123/shareplay/impl/ServerProvider/addServer(com.afqa123.shareplay.impl.Server),org.rand.api
om/afqa123/shareplay/impl/ServerProvider/getServerListDebug(),org.api.fake
om/afqa123/shareplay/impl/ServerProvider/getServerListDebug(),org.rand.api
'om/afqa123/shareplay/impl/DatabaseCatalog/addSong(java.lang.String,int,long,java.lang.String,java.lang.String)',org.api.fake
'om/afqa123/shareplay/impl/DatabaseCatalog/addSong(java.lang.String,int,long,java.lang.String,java.lang.String)',org.rand.api
om/afqa123/shareplay/impl/DatabaseCatalog/getSongItem(java.lang.Long),org.api.fake
om/afqa123/shareplay/impl/DatabaseCatalog/getSongItem(java.lang.Long),org.rand.api
'om/afqa123/shareplay/impl/DatabaseCatalog/createSongQuery(java.lang.String[],java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String)',org.api.fake
'om/afqa123/shareplay/impl/DatabaseCatalog/createSongQuery(java.lang.String[],java.lang.Long,java.lang.Long,java.lang.Long,java.lang.String)',org.rand.api
'om/afqa123/shareplay/impl/DatabaseCatalog/addPlaylist(java.lang.String,long,boolean,int)',org.api.fake
'om/afqa123/shareplay/impl/DatabaseCatalog/addPlaylist(java.lang.String,long,boolean,int)',org.rand.api
om/afqa123/shareplay/MediaPlayerService/postUpdate(),org.api.fake
om/afqa123/shareplay/MediaPlayerService/postUpdate(),org.rand.api
'avax/jmdns/impl/DNSOutgoing$MessageOutputStream/writeRecord(javax.jmdns.impl.DNSRecord,long)',org.api.fake
'avax/jmdns/impl/DNSOutgoing$MessageOutputStream/writeRecord(javax.jmdns.impl.DNSRecord,long)',org.rand.api
'avax/jmdns/impl/DNSOutgoing$MessageOutputStream/writeName(java.lang.String,boolean)',org.api.fake
'avax/jmdns/impl/DNSOutgoing$MessageOutputStream/writeName(java.lang.String,boolean)',org.rand.api
om/afqa123/shareplay/SelectionActivity$18/onCatalogEmpty(),org.api.fake
om/afqa123/shareplay/SelectionActivity$18/onCatalogEmpty(),org.rand.api
avax/jmdns/impl/NetworkTopologyEventImpl/toString(),org.api.fake
avax/jmdns/impl/NetworkTopologyEventImpl/toString(),org.rand.api
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/toString(),org.api.fake
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/toString(),org.rand.api
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/serviceResolved(javax.jmdns.ServiceEvent),org.api.fake
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/serviceResolved(javax.jmdns.ServiceEvent),org.rand.api
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/serviceRemoved(javax.jmdns.ServiceEvent),org.api.fake
avax/jmdns/impl/ListenerStatus$ServiceListenerStatus/serviceRemoved(javax.jmdns.ServiceEvent),org.rand.api
om/afqa123/shareplay/SelectionActivity$19/onDownloadStart(),org.api.fake
om/afqa123/shareplay/SelectionActivity$19/onDownloadStart(),org.rand.api
avax/jmdns/impl/DNSRecord/suppressedBy(javax.jmdns.impl.DNSIncoming),org.api.fake
avax/jmdns/impl/DNSRecord/suppressedBy(javax.jmdns.impl.DNSIncoming),org.rand.api
om/afqa123/shareplay/SelectionActivity/onCreateDialog(int),'android/app/AlertDialog$Builder/setTitle(int) android/app/AlertDialog$Builder/setNegativeButton(int,android.content.DialogInterface$OnClickListener) android/widget/EditText/EditText(android.content.Context) android/app/AlertDialog$Builder/setOnCancelListener(android.content.DialogInterface$OnCancelListener) android/app/AlertDialog$Builder/create() android/app/AlertDialog$Builder/setNeutralButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/AlertDialog$Builder(android.content.Context) android/app/AlertDialog$Builder/setPositiveButton(int,android.content.DialogInterface$OnClickListener) android/app/AlertDialog$Builder/setCancelable(boolean) android/widget/EditText/setInputType(int) android/app/AlertDialog$Builder/setView(android.view.View) android/app/AlertDialog$Builder/setMessage(int'
om/afqa123/shareplay/SelectionActivity/onSaveInstanceState(android.os.Bundle),'android/os/Bundle/putString(java.lang.String,java.lang.String) android/widget/ListView/getChildAt(int) java/lang/String/length() java/lang/Long/longValue() java/lang/String/toString() android/os/Bundle/putInt(java.lang.String,int) android/app/TabActivity/onSaveInstanceState(android.os.Bundle) android/view/View/getTop() android/widget/ListView/getFirstVisiblePosition() android/os/Bundle/putLong(java.lang.String,long'
